Price in Rupees,Company,series,color,Full HD,HD,ScreenSize(in cm),FWVGA,Other Displays,RAM,ROM,Expandable,Battery(in mAh),Brand,Model,Main_Camera_MP,Front_Camera_MP,Main_Camera_Count,Front_Camera_Count
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
15995.0,Samsung,Galaxy,Gold,1,1,13.97,0,0,3.0,32.0,256.0,3300.0,Exynos,6GHz,3,8,2,1
3849.0,VOTO,V3,Blue,0,1,12.7,0,0,3.0,32.0,128.0,3000.0,Spreadtrum,9850,3,3,3,1
3499.0,Centric,P1,Grey,0,1,12.7,0,0,2.0,16.0,256.0,3950.0,Mediatek,Mediatek,8,0,1,0
15500.0,Honor,7X,Blue,1,1,15.06,0,0,4.0,64.0,256.0,3050.0,Honor,659,6,8,3,1
61900.0,Samsung,Galaxy,Prism Black,0,1,15.49,0,0,8.0,128.0,512.0,3400.0,Exynos,9820,6,0,3,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
57999.0,Apple,iPhone,Coral,0,0,15.49,0,1,3.0,32.0,128.0,3050.0,Apple,Apple,2,7,2,1
7990.0,Vivo,Y53i,Matte Black,0,1,12.7,0,0,2.0,16.0,256.0,2500.0,Qualcomm,MSM8917,8,5,2,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
13850.0,Gionee,A1,Grey,1,1,13.97,0,0,4.0,64.0,256.0,4010.0,MediaTek,0GHz,3,6,2,1
9499.0,XOLO,Q1000,White,0,0,12.7,1,0,1.0,4.0,32.0,2000.0,Broadcom,Broadcom,5,3,2,1
18328.0,Samsung,Galaxy,Black,1,1,13.97,0,0,3.0,16.0,256.0,3300.0,Exynos,6GHz,3,8,2,1
6000.0,XOLO,8X-1000,Black,0,1,12.7,0,0,2.0,16.0,32.0,1920.0,XOLO,MT6592M,8,2,2,1
14500.0,Samsung,Galaxy,Gold,0,1,12.7,0,0,2.0,16.0,256.0,2400.0,Exynos,4GHz,3,5,2,1
17889.0,Samsung,Galaxy,Gold,0,1,13.97,0,0,4.0,32.0,256.0,3000.0,Exynos,7884,3,8,3,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
6999.0,Seeken,SG,Dazzle Blue,1,1,14.53,0,0,3.0,32.0,128.0,2940.0,Seeken,Core,3,0,4,0
57800.0,Apple,iPhone,(PRODUCT,0,0,15.49,0,1,3.0,32.0,128.0,3050.0,Apple,Apple,2,7,2,1
57999.0,Apple,iPhone,Blue,0,0,15.49,0,1,3.0,32.0,128.0,3050.0,Apple,Apple,2,7,2,1
5299.0,XOLO,ERA,Gold,0,1,12.7,0,0,3.0,32.0,128.0,2500.0,Spreadtrum,Spreadtrum,8,5,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
30000.0,Honor,8,Black,1,1,13.21,0,0,4.0,32.0,128.0,3000.0,ARM,3GHz,2,8,3,1
14995.0,Samsung,Galaxy,Black,0,1,13.97,0,0,3.0,32.0,256.0,3000.0,Exynos,GHz,3,5,2,1
16596.0,HP,Slate,Graphite,0,1,15.24,0,0,1.0,16.0,32.0,3000.0,Marvell,A7,5,2,2,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
7890.0,Gionee,S11,Dark Blue,0,1,14.48,0,0,4.0,32.0,256.0,3030.0,Snapdragon,core,3,6,3,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
4999.0,SCOSMOS,PI,White,0,1,13.97,0,0,2.0,16.0,256.0,2500.0,MTK,6737,3,5,2,1
14990.0,Vivo,V9,Black,1,1,16.0,0,0,4.0,64.0,256.0,3260.0,Qualcomm,core,3,6,3,1
6990.0,Lenovo,A7700,Black,0,1,13.97,0,0,2.0,16.0,32.0,2900.0,MediaTek,1GHz,8,2,2,1
8990.0,Lava,Z10,Space Grey,0,1,12.7,0,0,3.0,16.0,128.0,2620.0,Lava,bit,8,5,2,1
6249.0,Centric,A1,Metalic Earl Grey,1,1,13.97,0,0,3.0,32.0,256.0,3000.0,na,Snapdragaon,3,8,2,1
75999.0,Apple,iPhone,Space Gray,0,1,14.73,0,0,3.0,32.0,128.0,3050.0,Apple,Apple,2,7,3,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
4899.0,Centric,L3,Raisin Black,0,1,12.7,0,0,2.0,16.0,256.0,3050.0,Mediatek,Mediatek,3,5,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
7200.0,Honor,Holly,Black,0,1,13.97,0,0,2.0,16.0,128.0,3000.0,Honor,2GHz,3,8,2,1
16699.0,Honor,8,White,1,1,13.21,0,0,2.0,16.0,128.0,3000.0,ARM,A53,3,8,2,1
6690.0,Lava,Z92,Ocean Blue,0,1,15.8,0,0,2.0,32.0,256.0,3260.0,Lava,core,3,8,2,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
27500.0,OPPO,F1,Gold,1,1,13.97,0,0,3.0,32.0,128.0,2850.0,Mediatek,Mediatek,3,6,2,1
7150.0,Gionee,P5L,Gold,0,1,12.7,0,0,1.0,16.0,128.0,2300.0,Gionee,3GHz,8,5,2,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
8490.0,Vivo,Y53,Matte Black,0,1,12.7,0,0,2.0,16.0,256.0,2500.0,Qualcomm,4GHz,8,5,2,1
65000.0,Google,Pixel,Quite Black,0,1,13.97,0,0,3.0,32.0,128.0,3450.0,Qualcomm,bit,3,8,2,1
6999.0,Nokia,3,Tempered Blue,0,1,12.7,0,0,3.0,32.0,128.0,2630.0,MTK,6737,8,8,2,1
5199.0,Panasonic,P75,Sand Black,0,1,12.7,0,0,1.0,8.0,32.0,5000.0,Panasonic,3GHz,8,5,2,1
11756.0,Samsung,Galaxy,Black,0,1,13.97,0,0,2.0,16.0,256.0,3000.0,Exynos,6GHz,3,5,2,1
7299.0,LYF,Water,White,0,1,12.7,0,0,3.0,32.0,128.0,2920.0,Qualcomm,410,3,5,2,1
6190.0,Samsung,Galaxy,Blue,0,1,12.7,0,0,1.0,8.0,256.0,2600.0,Exynos,7570,8,5,2,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
4120.0,Mobiistar,C1,Gold,0,0,13.56,0,1,2.0,16.0,128.0,3000.0,MTK,MT6739,5,0,1,0
4390.0,Mobiistar,C1,Blue,0,0,13.56,0,1,2.0,16.0,128.0,3000.0,MTK,MT6739,5,0,1,0
21500.0,OPPO,Hardik,Black,1,1,15.82,0,0,4.0,64.0,256.0,3400.0,MTK,GHz,6,5,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
8999.0,Infinix,S5,Violet,0,1,16.76,0,0,4.0,64.0,256.0,4000.0,MTK,MTK,6,2,4,1
8499.0,Tecno,Spark,Dawn Blue,0,1,16.13,0,0,4.0,64.0,256.0,6000.0,Mediatek,Helio,3,3,4,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
15999.0,Samsung,Galaxy,White,0,1,13.31,0,0,5.0,8.0,64.0,2600.0,Qualcomm,Snapdragon,8,9,2,1
8999.0,Nokia,6.1,Black,1,1,14.73,0,0,4.0,64.0,400.0,3060.0,Qualcomm,Octacore,6,6,3,1
8999.0,Nokia,6.1,Blue,1,1,14.73,0,0,4.0,64.0,400.0,3060.0,Qualcomm,Octacore,6,6,3,1
3690.0,XOLO,A500S,Black,0,0,10.16,0,1,3.0,32.0,128.0,1400.0,MTK,6572,3,3,2,1
13999.0,Motorola,One,Denim Blue,1,1,16.0,0,0,4.0,128.0,512.0,3500.0,Exynos,9609,2,2,4,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
13999.0,Moto,G8,Cosmic Blue,1,1,16.0,0,0,4.0,64.0,512.0,4000.0,Qualcomm,665,8,5,4,1
10999.0,Micromax,Canvas,Black,0,0,13.97,0,1,1.0,4.0,8.0,2500.0,Micromax,Core,5,3,2,1
6990.0,Gionee,A1,Black,0,1,13.46,0,0,3.0,32.0,256.0,4000.0,Gionee,WA,3,0,2,1
15708.0,Samsung,Galaxy,White,0,1,13.97,0,0,5.0,16.0,128.0,3000.0,Exynos,5GHz,3,5,2,1
15999.0,Samsung,Galaxy,Black,0,1,13.31,0,0,5.0,8.0,64.0,2600.0,Qualcomm,Snapdragon,8,9,2,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
4799.0,Yu,Ace,Elektric Blue,0,1,13.84,0,0,3.0,32.0,128.0,4000.0,Yu,MT6739WW,3,5,2,1
13999.0,Moto,G8,Crystal Pink,1,1,16.0,0,0,4.0,64.0,512.0,4000.0,Qualcomm,665,8,5,4,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
14999.0,Motorola,One,Bronze Gradient,1,1,16.0,0,0,4.0,128.0,256.0,3500.0,Exynos,9609,8,5,3,1
22999.0,Nokia,8,Black,0,1,13.97,0,0,3.0,32.0,128.0,3260.0,Qualcomm,835,2,5,3,1
5499.0,Micromax,Infinity,Galaxy Black,0,1,15.72,0,0,2.0,32.0,128.0,4000.0,Mediatek,Mediatek,3,8,3,1
4990.0,Panasonic,Eluga,Grey,0,1,12.7,0,0,1.0,16.0,128.0,2200.0,MTK,MTK6737,8,5,2,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
6999.0,Gionee,F9,Black,0,1,15.9,0,0,3.0,32.0,256.0,4050.0,Spreadtrum,Spreadtrum,3,3,3,1
6999.0,Gionee,F9,Blue,0,1,15.9,0,0,3.0,32.0,256.0,4050.0,Spreadtrum,Spreadtrum,3,3,3,1
9746.0,Redmi,Note,Gold,1,1,15.21,0,0,4.0,64.0,128.0,4000.0,Qualcomm,636,2,0,3,1
2999.0,Micromax,Spark,Rose Gold,0,0,12.7,0,1,1.0,8.0,32.0,2000.0,SC,SC9832E,5,2,2,1
37999.0,Samsung,Galaxy,Midnight Black,0,1,15.75,0,0,6.0,64.0,400.0,3500.0,Exynos,9810,2,8,3,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
18490.0,OPPO,A9,Marine Green,0,0,16.51,0,1,3.0,32.0,128.0,5000.0,Qualcomm,SM6125,8,6,5,1
18490.0,OPPO,A9,Space Purple,0,0,16.51,0,1,3.0,32.0,128.0,5000.0,Qualcomm,SM6125,8,6,5,1
18490.0,OPPO,A9,Vanilla Mint,0,1,16.56,0,0,3.0,32.0,128.0,5000.0,Qualcomm,SM6125,8,6,5,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
15990.0,OPPO,A9,Vanilla Mint,0,1,16.56,0,0,3.0,32.0,128.0,5000.0,Qualcomm,SM6125,8,6,5,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
6499.0,Panasonic,Eluga,Gold,1,1,13.97,0,0,4.0,64.0,128.0,4000.0,SC,SC9853I,3,8,2,1
17499.0,Nokia,7.2,Cyan Green,1,1,16.0,0,0,6.0,64.0,512.0,3500.0,Qualcomm,660,8,0,4,1
3499.0,Yu,Yunique,Coal Black,0,1,12.7,0,0,3.0,16.0,64.0,2500.0,MediaTek,GHz,3,5,2,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
10999.0,Lenovo,K10,Black,0,1,15.8,0,0,3.0,32.0,128.0,4050.0,Qualcomm,SDM632,3,6,4,1
34999.0,Google,Pixel,Just Black,1,1,15.24,0,0,3.0,32.0,128.0,3700.0,Qualcomm,670,2,8,2,1
24990.0,Samsung,Galaxy,Black,1,1,17.02,0,0,6.0,128.0,512.0,4500.0,Qualcomm,675,2,2,4,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
4499.0,Micromax,Evok,Prussian Blue,1,1,13.97,0,0,3.0,32.0,64.0,3000.0,Mediatek,GHz,3,5,3,1
4599.0,Micromax,Evok,Champagne,1,1,13.97,0,0,3.0,32.0,64.0,3000.0,Mediatek,GHz,3,5,3,1
4999.0,Micromax,Canvas,Black,0,1,14.48,0,0,3.0,32.0,128.0,2900.0,Snapdragon,Core,3,6,2,1
4499.0,Micromax,Bharat,Jet Black,0,1,13.21,0,0,3.0,32.0,64.0,5000.0,MediaTek,bit,3,5,2,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
11633.0,Nokia,7.1,Blue,1,1,14.83,0,0,3.0,32.0,128.0,3060.0,Qualcomm,636,2,8,3,1
24999.0,Honor,20,Sapphire Blue,0,0,15.9,0,1,3.0,32.0,128.0,3750.0,HiSilicon,980,8,2,4,1
14499.0,Samsung,Galaxy,White,0,0,12.73,0,1,1.0,8.0,64.0,2100.0,Samsung,A7,5,3,2,1
15999.0,Samsung,Galaxy,Midnight Black,0,0,12.73,0,1,1.0,8.0,64.0,2100.0,Samsung,A7,5,3,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
24999.0,Honor,20,Midnight Black,0,0,15.9,0,1,3.0,32.0,128.0,3750.0,HiSilicon,980,8,2,4,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
6699.0,Micromax,Canvas,Black,0,1,14.48,0,0,4.0,64.0,128.0,3000.0,Snapdragon,Core,6,0,3,0
7500.0,Swipe,Elite,Black,0,1,13.97,0,0,3.0,16.0,32.0,3000.0,Mediatek,3GHz,3,5,2,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
6599.0,Micromax,Infinity,Red Velvet,0,1,15.72,0,0,3.0,32.0,128.0,4000.0,Mediatek,Mediatek,3,6,3,1
34999.0,Asus,6Z,Black,1,1,16.23,0,0,3.0,32.0,128.0,5000.0,Qualcomm,855,8,0,4,0
18990.0,Samsung,Galaxy,Blue,1,1,16.26,0,0,6.0,64.0,512.0,4000.0,Exynos,9610,5,5,4,1
6999.0,Nokia,2.2,Steel,0,1,14.5,0,0,3.0,32.0,400.0,3000.0,MediaTek,A22,3,5,2,1
29999.0,LG,V40,Platinum Grey,0,1,16.26,0,0,3.0,32.0,128.0,3300.0,Qualcomm,845,6,0,4,0
30999.0,Samsung,Galaxy,Prism Crush Red,1,1,17.02,0,0,8.0,128.0,512.0,4500.0,Qualcomm,SM6150,4,2,4,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
24990.0,Samsung,Galaxy,Blue,1,1,17.02,0,0,6.0,128.0,512.0,4500.0,Qualcomm,675,2,2,4,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
13999.0,Samsung,Galaxy,Blue,0,1,16.51,0,0,4.0,64.0,512.0,4000.0,Qualcomm,B01,3,8,4,1
7999.0,Redmi,6,Gold,0,1,13.84,0,0,3.0,32.0,256.0,3000.0,Mediatek,Octacore,2,5,3,1
5000.0,Lava,Z51,Sapphire Green,0,0,12.7,0,1,1.0,16.0,128.0,2550.0,SC,SC9832E,5,5,2,1
10490.0,Samsung,Galaxy,Gold,0,1,14.22,0,0,3.0,32.0,256.0,3000.0,Exynos,7870,3,8,2,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
4749.0,Coolpad,Mega,Champagne Gold,0,1,14.48,0,0,3.0,32.0,64.0,3000.0,MTK,MTK6739,3,5,3,1
7999.0,Lenovo,A6,Blue,0,1,15.46,0,0,3.0,32.0,256.0,4000.0,MediaTek,Core,3,5,3,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
6099.0,Yu,Yunicorn,Gold Rush,1,1,13.97,0,0,4.0,32.0,128.0,4000.0,MediaTek,8GHz,3,5,2,1
5999.0,Yu,Yunicorn,Rush Silver,1,1,13.97,0,0,4.0,32.0,128.0,4000.0,MediaTek,8GHz,3,5,2,1
11999.0,Samsung,Galaxy,Black,0,1,16.51,0,0,3.0,32.0,512.0,4000.0,Qualcomm,B01,3,8,4,1
74999.0,Apple,iPhone,Silver,0,1,16.51,0,0,3.0,32.0,128.0,3050.0,Apple,Apple,2,7,3,1
11999.0,Mi,A2,Blue/Lake Blue,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
36990.0,OPPO,Reno2,Luminous Black,0,0,16.51,0,1,8.0,256.0,256.0,4000.0,Qualcomm,730G,8,6,5,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
13990.0,Vivo,Y95,Starry Black,0,1,15.8,0,0,4.0,64.0,256.0,4030.0,Qualcomm,439,3,0,3,1
6999.0,iVooMi,Z1,Platinum Gold,0,1,14.4,0,0,2.0,16.0,128.0,2800.0,MTK,MTK6739W,3,8,2,1
6999.0,iVooMi,Z1,Classic Black,0,1,14.4,0,0,2.0,16.0,128.0,2800.0,MTK,MTK6739W,3,8,2,1
6999.0,iVooMi,Z1,Ocean Blue,0,1,14.4,0,0,2.0,16.0,128.0,2800.0,MTK,MTK6739W,3,8,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
7999.0,Lenovo,A6,Black,0,1,15.46,0,0,3.0,32.0,256.0,4000.0,MediaTek,Core,3,5,3,1
10275.0,Redmi,Note,Onyx Black,1,1,16.0,0,0,4.0,64.0,256.0,4000.0,Qualcomm,AIE,2,3,3,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
3899.0,Lava,Z41,Amber Red,0,0,12.7,0,1,1.0,16.0,128.0,2500.0,UniSoC,SC9832E,5,2,2,1
8999.0,Infinix,Note,Milan Black,1,1,15.21,0,0,4.0,64.0,128.0,4500.0,Mediatek,core,2,6,2,1
4999.0,Kult,Impulse,Black,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
5999.0,Yu,Yureka,Chrome Black,1,1,12.7,0,0,4.0,32.0,64.0,3000.0,Qualcomm,4GHz,3,8,2,1
7440.0,Coolpad,Cool,Midnight Blue,0,1,14.48,0,0,4.0,64.0,128.0,3000.0,SC,SC9863A,8,0,1,0
23990.0,Vivo,V11,Starry Night Black,1,1,16.28,0,0,6.0,64.0,256.0,3400.0,Qualcomm,AIE,2,5,3,1
23990.0,Vivo,V11,Dazzling Gold,1,1,16.28,0,0,6.0,64.0,256.0,3400.0,Qualcomm,AIE,2,5,3,1
8898.0,Panasonic,Eluga,Silver,1,1,15.7,0,0,4.0,64.0,256.0,3000.0,Panasonic,Panasonic,6,6,3,1
4999.0,Kult,Impulse,Blue,0,1,15.21,0,0,3.0,32.0,64.0,4000.0,MTK,6739,3,0,1,0
5999.0,Micromax,Dual,Grey,1,1,13.21,0,0,4.0,64.0,128.0,2730.0,Snapdragon,435,3,3,2,1
5999.0,Micromax,Dual,Champagne,1,1,13.21,0,0,4.0,64.0,128.0,2730.0,Snapdragon,435,3,3,2,1
3899.0,Karbonn,Aura,Champagne,0,0,12.7,0,1,1.0,16.0,32.0,4000.0,Mediatek,Mediatek,5,5,2,1
5999.0,Micromax,Bolt,Black,0,0,10.16,0,1,3.0,32.0,128.0,2100.0,Micromax,MT6572,2,3,2,1
10999.0,Redmi,Note,Gold,1,1,13.97,0,0,4.0,64.0,128.0,4100.0,Qualcomm,2GHz,3,5,2,1
39999.0,Black,Shark,Shadow Black,0,0,16.23,0,1,3.0,32.0,128.0,4000.0,Qualcomm,Qualcomm,8,0,3,1
49999.0,Black,Shark,Frozen Silver,0,0,16.23,0,1,3.0,32.0,128.0,4000.0,Qualcomm,Qualcomm,8,0,3,1
49990.0,OPPO,Reno,Ocean Green,0,0,16.76,0,1,8.0,256.0,256.0,4065.0,Qualcomm,GHz,8,6,4,1
10799.0,Mi,A2,Red,1,1,15.21,0,0,3.0,32.0,128.0,3010.0,Qualcomm,AIE,0,0,3,1
